UF,Cidade,País,Instituição,Formação,Área,Sub Área,Data Inscrição,Categoria,Inscrição,Credenciado,Data Credenciamento,Hora Credenciamento,Material,Inscrito,Gostaria de receber UMA mensagem dos patrocinadores por email?,Possui alguma necessidade especial?,Tamanho da Camisa,Você concorda com o Código de Conduta da Python Nordeste 2019? https://2019.pythonnordeste.org/cdc.html
Não respondeu,Não respondeu,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,Pendente,não,Não credenciado,Não credenciado,não,não,Não respondeu,Não respondeu,Não respondeu,Não respondeu
Não respondeu,Não respondeu,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,13/04/2019 10:13:00,Inteira,Aprovado,não,Não credenciado,Não credenciado,não,sim,Não,Não respondeu,M,"Sim, concordo e respeitarei o Código de Conduta da Python Nordeste 2019"
Não respondeu,Não respondeu,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,29/04/2019 11:08:00,Inteira,Aprovado,não,Não credenciado,Não credenciado,não,sim,Não,Não respondeu,P,"Sim, concordo e respeitarei o Código de Conduta da Python Nordeste 2019"
PB,João Pessoa,Brasil,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA  DA PARAÍBA",Graduação,Ciências Exatas e da Terra,Ciência da Computação,Não respondeu,Não respondeu,Pendente,não,Não credenciado,Não credenciado,não,não,Sim,Não respondeu,G,"Sim, concordo e respeitarei o Código de Conduta da Python Nordeste 2019"
Não respondeu,Não respondeu,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,Pendente,não,Não credenciado,Não credenciado,não,não,Não,Não respondeu,M,"Sim, concordo e respeitarei o Código de Conduta da Python Nordeste 2019"
Não respondeu,Não respondeu,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,Pendente,não,Não credenciado,Não credenciado,não,não,Sim,Não respondeu,M,"Sim, concordo e respeitarei o Código de Conduta da Python Nordeste 2019"
Não respondeu,Não respondeu,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,Pendente,não,Não credenciado,Não credenciado,não,não,Sim,Não respondeu,M,"Sim, concordo e respeitarei o Código de Conduta da Python Nordeste 2019"
Não respondeu,Não respondeu,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,Inteira,Pendente,não,Não credenciado,Não credenciado,não,não,Sim,Não respondeu,M,"Sim, concordo e respeitarei o Código de Conduta da Python Nordeste 2019"
RN,Natal,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,Pendente,não,Não credenciado,Não credenciado,não,não,Sim,Não respondeu,M,"Sim, concordo e respeitarei o Código de Conduta da Python Nordeste 2019"
Não respondeu,Não respondeu,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,22/05/2019 14:54:00,Patrocinador,Aprovado,não,Não credenciado,Não credenciado,não,sim,Não respondeu,Não respondeu,Não respondeu,Não respondeu
Não respondeu,Não respondeu,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,Pendente,não,Não credenciado,Não credenciado,não,não,Sim,Não respondeu,Não respondeu,Não respondeu
Não respondeu,Não respondeu,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,15/07/2019 10:45:00,Cortesia,Aprovado,não,Não credenciado,Não credenciado,não,sim,Não respondeu,Não respondeu,Não respondeu,Não respondeu
Não respondeu,Não respondeu,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,14/04/2019 13:02:00,Social,Aprovado,não,Não credenciado,Não credenciado,não,sim,Sim,Não respondeu,Não respondeu,Não respondeu
PE,Cabo de Santo Agostinho,Brasil,UNIVERSO - UNIVERSIDADE SALGADO DE OLIVEIRA - CAMPUS RECIFE,Graduação,Engenharias,Engenharia de Produção,Não respondeu,Não respondeu,Pendente,não,Não credenciado,Não credenciado,não,não,Não respondeu,Não respondeu,Não respondeu,Não respondeu
Não respondeu,Não respondeu,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,15/05/2019 09:35:00,Social,Aprovado,não,Não credenciado,Não credenciado,não,sim,Não respondeu,Não respondeu,Não respondeu,Não respondeu
PE,Recife,Brasil,UNIVERSIDADE FEDERAL DE PERNAMBUCO,Graduação,Ciências Exatas e da Terra,Ciência da Computação,17/06/2019 19:42:00,Patrocinador,Aprovado,não,Não credenciado,Não credenciado,não,sim,Não respondeu,Não respondeu,Não respondeu,Não respondeu
Não respondeu,Não respondeu,Brasil,UFRPE - UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO - RECIFE,Graduação,Ciências Exatas e da Terra,Ciência da Computação,Não respondeu,Não respondeu,Pendente,não,Não credenciado,Não credenciado,não,não,Não respondeu,Não respondeu,Não respondeu,Não respondeu
Não respondeu,Não respondeu,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,Pendente,não,Não credenciado,Não credenciado,não,não,Não respondeu,Não respondeu,Não respondeu,Não respondeu
PB,João Pessoa,Brasil,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE,Mestrado,Ciências Exatas e da Terra,Ciência da Computação,12/04/2019 20:36:00,Meia-entrada,Aprovado,não,Não credenciado,Não credenciado,não,sim,Sim,Intolerância a Lactose,P,"Sim, concordo e respeitarei o Código de Conduta da Python Nordeste 2019"
Não respondeu,Não respondeu,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,Pendente,não,Não credenciado,Não credenciado,não,não,Não,Não respondeu,G,"Sim, concordo e respeitarei o Código de Conduta da Python Nordeste 2019"
CE,Fortaleza,Brasil,IFCE,Graduação,Não respondeu,Não respondeu,26/04/2019 15:06:00,Social,Aprovado,não,Não credenciado,Não credenciado,não,sim,Sim,Não respondeu,M,"Sim, concordo e respeitarei o Código de Conduta da Python Nordeste 2019"
Não respondeu,Não respondeu,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,Pendente,não,Não credenciado,Não credenciado,não,não,Não respondeu,Não respondeu,Não respondeu,Não respondeu
Não respondeu,Não respondeu,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,17/06/2019 19:41:00,Patrocinador,Aprovado,não,Não credenciado,Não credenciado,não,sim,Não respondeu,Não respondeu,Não respondeu,Não respondeu
Não respondeu,Não respondeu,Brasil,IFRN (Campus Pau dos Ferros),Técnico,Ciências Exatas e da Terra,Ciência da Computação,Não respondeu,Não respondeu,Pendente,não,Não credenciado,Não credenciado,não,não,Não,Não,Não respondeu,"Sim, concordo e respeitarei o Código de Conduta da Python Nordeste 2019"
Não respondeu,Não respondeu,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,10/05/2019 15:48:00,Inteira,Aprovado,não,Não credenciado,Não credenciado,não,sim,Sim,Não,GG,"Sim, concordo e respeitarei o Código de Conduta da Python Nordeste 2019"
Não respondeu,Não respondeu,França,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,Pendente,não,Não credenciado,Não credenciado,não,não,Não,Não respondeu,G,"Sim, concordo e respeitarei o Código de Conduta da Python Nordeste 2019"
Não respondeu,Não respondeu,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,26/04/2019 15:29:00,Meia-entrada,Aprovado,não,Não credenciado,Não credenciado,não,sim,Não respondeu,Não respondeu,Não respondeu,Não respondeu
Não respondeu,Não respondeu,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,Pendente,não,Não credenciado,Não credenciado,não,não,Não,Não respondeu,M,"Sim, concordo e respeitarei o Código de Conduta da Python Nordeste 2019"
PB,João Pessoa,Brasil,UNIVERSIDADE FEDERAL DA PARAÍBA,Graduação,Ciências Exatas e da Terra,Ciência da Computação,Não respondeu,Não respondeu,Pendente,não,Não credenciado,Não credenciado,não,não,Não respondeu,Não respondeu,Não respondeu,Não respondeu
Não respondeu,Não respondeu,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,Pendente,não,Não credenciado,Não credenciado,não,não,Não,Não respondeu,P,"Sim, concordo e respeitarei o Código de Conduta da Python Nordeste 2019"
Não respondeu,Não respondeu,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,Pendente,não,Não credenciado,Não credenciado,não,não,Não,Não respondeu,GG,"Sim, concordo e respeitarei o Código de Conduta da Python Nordeste 2019"
Não respondeu,Não respondeu,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,Pendente,não,Não credenciado,Não credenciado,não,não,Não,Não respondeu,Não respondeu,Não respondeu
Não respondeu,Não respondeu,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,Pendente,não,Não credenciado,Não credenciado,não,não,Não respondeu,Não respondeu,Não respondeu,Não respondeu
Não respondeu,Não respondeu,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,Pendente,não,Não credenciado,Não credenciado,não,não,Sim,Não respondeu,M,"Sim, concordo e respeitarei o Código de Conduta da Python Nordeste 2019"
Não respondeu,Não respondeu,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,15/04/2019 12:30:00,Meia-entrada,Aprovado,não,Não credenciado,Não credenciado,não,sim,Sim,não,G,"Sim, concordo e respeitarei o Código de Conduta da Python Nordeste 2019"
PE,Olinda,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,Pendente,não,Não credenciado,Não credenciado,não,não,Não,Não respondeu,Masculina M,"Sim, concordo e respeitarei o Código de Conduta da Python Nordeste 2019"
Não respondeu,Não respondeu,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,17/07/2019 20:23:00,Patrocinador,Aprovado,não,Não credenciado,Não credenciado,não,sim,Não respondeu,Não respondeu,Não respondeu,Não respondeu
Não respondeu,Não respondeu,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,22/05/2019 14:53:00,Patrocinador,Aprovado,não,Não credenciado,Não credenciado,não,sim,Não,Não respondeu,P,"Sim, concordo e respeitarei o Código de Conduta da Python Nordeste 2019"
Não respondeu,Não respondeu,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,13/04/2019 17:44:00,Meia-entrada,Aprovado,não,Não credenciado,Não credenciado,não,sim,Não,Não respondeu,G,"Sim, concordo e respeitarei o Código de Conduta da Python Nordeste 2019"
Não respondeu,Não respondeu,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,02/05/2019 16:44:00,Meia-entrada,Aprovado,não,Não credenciado,Não credenciado,não,sim,Não,Não respondeu,G,"Sim, concordo e respeitarei o Código de Conduta da Python Nordeste 2019"
Não respondeu,Não respondeu,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,12/04/2019 21:50:00,Meia-entrada,Aprovado,não,Não credenciado,Não credenciado,não,sim,Não,Não respondeu,Não respondeu,Não respondeu
Não respondeu,Não respondeu,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,10/05/2019 14:28:00,Meia-entrada,Aprovado,não,Não credenciado,Não credenciado,não,sim,Sim,Não respondeu,M,"Sim, concordo e respeitarei o Código de Conduta da Python Nordeste 2019"
PE,Recife,Brasil,UNIVERSIDADE ESTÁCIO DE SÁ,Graduação,Outra,Outra,Não respondeu,Não respondeu,Pendente,não,Não credenciado,Não credenciado,não,não,Sim,Não respondeu,G,"Sim, concordo e respeitarei o Código de Conduta da Python Nordeste 2019"
Não respondeu,Não respondeu,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,17/06/2019 19:39:00,Patrocinador,Aprovado,não,Não credenciado,Não credenciado,não,sim,Não respondeu,Não respondeu,Não respondeu,Não respondeu
Não respondeu,Não respondeu,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,22/05/2019 14:29:00,Patrocinador,Aprovado,não,Não credenciado,Não credenciado,não,sim,Não respondeu,Não respondeu,Não respondeu,Não respondeu
Não respondeu,Não respondeu,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,22/05/2019 08:57:00,Meia-entrada,Aprovado,não,Não credenciado,Não credenciado,não,sim,Não respondeu,Não respondeu,Não respondeu,Não respondeu
Não respondeu,Não respondeu,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,26/04/2019 14:35:00,Meia-entrada,Aprovado,não,Não credenciado,Não credenciado,não,sim,Não,Não respondeu,P,"Sim, concordo e respeitarei o Código de Conduta da Python Nordeste 2019"
Não respondeu,Não respondeu,Brasil,FIBAM,Graduação,Não respondeu,Não respondeu,Não respondeu,Não respondeu,Pendente,não,Não credenciado,Não credenciado,não,não,Não respondeu,Não respondeu,Não respondeu,Não respondeu
Não respondeu,Não respondeu,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,10/05/2019 14:01:00,Meia-entrada,Aprovado,não,Não credenciado,Não credenciado,não,sim,Não respondeu,Não respondeu,Não respondeu,Não respondeu
Não respondeu,Não respondeu,Brasil,SME de Jaboatão dos Guararapes,Especialista/Pós-graduado,Não respondeu,Não respondeu,Não respondeu,Não respondeu,Pendente,não,Não credenciado,Não credenciado,não,não,Não respondeu,Não respondeu,Não respondeu,Não respondeu
Não respondeu,Não respondeu,Brasil,UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO,Graduação,Ciências Exatas e da Terra,Ciência da Computação,30/04/2019 19:57:00,Inteira,Aprovado,não,Não credenciado,Não credenciado,não,sim,Sim,Não respondeu,P,"Sim, concordo e respeitarei o Código de Conduta da Python Nordeste 2019"
